ProblemType,Problem,Solution
Improper Integrals,"Show that a rational function \( R(x) \) satisfies
\[
\int_{-\infty}^\infty f(R(x)) \, dx = \int_{-\infty}^\infty f(x) \, dx
\]
for all piecewise continuous functions \( f(x) \) such that \( \int_{-\infty}^\infty f(x) \, dx \) exists, if and only if
\[
R(x) = \pm \left( x - \alpha_0 - \sum_{k=1}^m \frac{c_k}{x - \alpha_k} \right)
\]
for some non-negative integer \( m \), real constants \( \alpha_0, \alpha_1, \ldots, \alpha_m \) with \( \alpha_1 < \cdots < \alpha_m \), and positive constants \( c_1, \ldots, c_m \).","The proof is based on Szegő (1934).

For any \( \epsilon \) in the interval \( (0, 1) \), we can find a positive constant \( M \) satisfying
\[
|R(x) - R(x_0)| \leq |R'(x_0)| \epsilon + M \epsilon^2
\]
for any \( |x - x_0| \leq \epsilon \) unless \( x_0 \) is a real pole of \( R(x) \). Let \( f_\epsilon(x) \) be the piecewise continuous function defined by
\[
f_\epsilon(x) =
\begin{cases} 
1 & \text{if } |x - R(x_0)| \leq |R'(x_0)| \epsilon + M \epsilon^2, \\
0 & \text{otherwise}.
\end{cases}
\]

Then we have
\[
2 \epsilon (|R'(x_0)| + M \epsilon) = \int_{-\infty}^\infty f_\epsilon(x) \, dx \geq \int_{x_0-\epsilon}^{x_0+\epsilon} f_\epsilon(R(x)) \, dx = 2 \epsilon;
\]
hence, \( \epsilon \) being arbitrary, we have \( |R'(x_0)| \geq 1 \). This means that \( R(x) \) maps each interval divided by real poles of \( R(x) \), say \( \alpha_1 < \alpha_2 < \cdots < \alpha_m \), bijectively on \( \mathbb{R} \). Of course \( m = 0 \) corresponds to the case in which \( R(x) \) has no real poles. The equation \( R(x) = s \) has a unique solution in each interval \( (-\infty, \alpha_1), (\alpha_1, \alpha_2), \ldots, (\alpha_m, \infty) \), say \( x_k(s) \), \( 0 \leq k \leq m \).

Next, let \( g_\epsilon(x) \) be the piecewise continuous function defined by
\[
g_\epsilon(x) =
\begin{cases} 
1 & \text{if } |x - s| \leq \epsilon, \\
0 & \text{otherwise}.
\end{cases}
\]

We then have
\[
2 \epsilon = \int_{-\infty}^\infty g_\epsilon(x) \, dx = \int_{-\infty}^\infty g_\epsilon(R(x)) \, dx, \tag{6.6}
\]
where the right-hand side is equal to the sum of lengths of \( m+1 \) intervals satisfying \( |R(x) - s| \leq \epsilon \). Each of these intervals contains exactly one \( x_k(s) \), and the length is
\[
\frac{2 \epsilon}{|R'(x_k(s))|} + O(\epsilon^2);
\]
so letting \( \epsilon \to 0^+ \) in (6.6), we get
\[
\sum_{k=0}^m \frac{1}{|R'(x_k(s))|} = 1. \tag{6.7}
\]
In the case $m = 0$ the function $R(x)$ maps $\mathbb{R}$ homeomorphically onto $\mathbb{R}$ and $R'(x_0(s)) = \pm 1$ implies that
\[
x_0'(s) = (R^{-1})'(s) = \frac{1}{R'(R^{-1}(s))} = \frac{1}{R'(x_0(s))} = \pm 1.
\]
Therefore $R(x) = \pm (x - a_0)$ for some constant $a_0$ for $m = 0$.

We hereafter assume that $m$ is a positive integer. Since $|R'(x_k(s))|$ diverges to $\infty$ as $|s| \to \infty$ for each $1 \leq k \leq m$, it follows from $(6.7)$ that either
\[
\begin{cases}
R'(x) \geq 1 \text{ on } (-\infty, \alpha_1) \cup (\alpha_m, \infty), \\
\lim_{s \to -\infty} x_0(s) = -\infty, \quad \lim_{s \to -\infty} x_m(s) = \alpha_m, \\
\lim_{s \to \infty} x_0(s) = \alpha_1, \quad \lim_{s \to \infty} x_m(s) = \infty,
\end{cases}
\]
or
\[
\begin{cases}
R'(x) \leq -1 \text{ on } (-\infty, \alpha_1) \cup (\alpha_m, \infty), \\
\lim_{s \to -\infty} x_0(s) = \alpha_1, \quad \lim_{s \to -\infty} x_m(s) = \infty, \\
\lim_{s \to \infty} x_0(s) = -\infty, \quad \lim_{s \to \infty} x_m(s) = \alpha_m,
\end{cases}
\]
holds. They are called the first and the second cases respectively.

The rational function $R(x)$ can now be represented as
\[
R(x) = P(x) - \sum_{k,\ell} \frac{c_{k,\ell}}{(x - \alpha_k)^{d_{k,\ell}}} + Q(x),
\]
where $P(x)$ is a polynomial of degree $r$ with some positive integer $r$, $c_{k,\ell}$ are non-zero real constants, $d_{k,\ell}$ are positive integers, and $Q(x)$ is a rational function having no real poles and converging to $0$ as $|x| \to \infty$ unless $Q(x)$ vanishes identically. Let $\beta x^r$ be the leading term of $P(x)$ where $\beta$ is a non-zero constant. Since $R'(x) \sim \beta r x^{r-1}$ as $|x| \to \infty$, we must have $r = 1$ and hence $\beta = \pm 1$ by $(6.7)$. Hence $P(x) = \pm (x - a_0)$ for some constant $a_0$.

We first treat the first case. Since $R'(x) = 1 + O(x^{-2})$ as $|x| \to \infty$ in this case, we have
\[
\sum_{k=0}^{m-1} \frac{1}{|R'(x_k(s))|} = O(s^{-2}) \quad \text{as } s \to \infty,
\]
\[
\sum_{k=1}^m \frac{1}{|R'(x_k(s))|} = O(s^{-2}) \quad \text{as } s \to -\infty. \tag{6.8}
\]

Let $d_k^*$ be the largest integer among $d_{k,\ell}$ and $c_k^*$ be the corresponding coefficient $c_{k,\ell}$ for each $0 \leq k \leq m$. Clearly $x_k(s) \to \alpha_k$ either as $s \to \infty$ or $s \to -\infty$ for $1 \leq k \leq m$. Then we have
\[
R(x) \sim -\frac{c_k^*}{(x - \alpha_k)^{d_k^*}} \quad \text{as } x \to \alpha_k,
\]
and in particular,
\[
s = R(x_k(s)) \sim -\frac{c_k^*}{(x_k(s) - \alpha_k)^{d_k^*}},
\]
whence solving in $x_k(s) - \alpha_k$ and substituting in
\[
R'(x_k(s)) \sim \frac{c_k^* d_k^*}{(x_k(s) - \alpha_k)^{d_k^*+1}} \quad \text{as } x \to \alpha_k,
\]
we obtain
\[
\frac{1}{|R'(x_k(s))|} \sim \frac{|c_k^*|^{1/d_k^*}}{d_k^*} \cdot \frac{1}{|s|^{1+1/d_k^*}}
\]
either as $s \to \infty$ or $s \to -\infty$. Therefore, in view of $(6.8)$, $d_k^* = 1$ and $R(x)$ can be written as
\[
R(x) = x - a_0 - \sum_{k=1}^m \frac{c_k}{x - \alpha_k} + Q(x) \tag{6.9}
\]
for some real constants $c_k$ in the first case. Since $R(x)$ is monotone increasing on $(\alpha_m, \infty)$ we have $c_m > 0$ and hence all coefficients $c_k$ must be positive; in particular,
\[
\sum_{k=0}^m \frac{1}{R'(x_k(s))} = 1. \tag{6.10}
\]

Differentiating $s = R(x_k(s))$ in $s$ and substituting in $(6.10)$, we get
\[
\sum_{k=0}^m x_k'(s) = 1,
\]
from which it follows that
\[
\sum_{k=0}^m x_k(s) = s + c'. 
\]
for some constant $c'$. Since $x_m(s) = s + a_0 + O(s^{-1})$ and $x_k(s) = \alpha_k + O(s^{-1})$ as $s \to \infty$ for each $0 \leq k < m$, we have
\[
\sum_{k=0}^m x_k(s) = s + \sum_{k=0}^m \alpha_k. \tag{6.11}
\]

The rest of the proof is devoted to showing the vanishing of $Q$. It may be interesting to find an easier real-analytic proof of this part.

Suppose, on the contrary, that $Q(x) \not\equiv 0$. Then, in view of $(6.9)$, we can write
\[
R(x) = \frac{V(x)}{U(x)} \quad \text{with} \quad U(x) = A(x) \prod_{k=1}^m (x - \alpha_k)
\]
where
\[
\begin{aligned}
A(x) &= x^{2p} - c''x^{2p-1} + O(x^{2p-2}), \\
V(x) &= x^{m+2p+1} - \left(c'' + \sum_{k=0}^m \alpha_k \right)x^{m+2p} + O(x^{m+2p-1})
\end{aligned}
\]
are polynomials with real coefficients for some positive integer $p$ and some constant $c''$. We can assume that $U(x)$ and $V(x)$ are relatively prime; that is, they have no common factor except for constants. Let $w_1, w_1', \ldots, w_p, w_p'$ be non-real zeros of $A(z)$. The algebraic equation
\[
V(z) = sU(z)
\]
has exactly $m + 1$ real simple roots $x_0(s), \ldots, x_m(s)$ and $2p$ non-real roots $z_1(s), \ldots, z_p(s), z_1'(s), \ldots, z_p'(s)$ counting with multiplicity for any real number $s$. Then we have from $(6.11)$
\[
\frac{z_1(s) + z_1'(s) + \cdots + z_p(s) + z_p'(s)}{s} = c''.
\]

Let $C$ be a circle enclosing all the zeros of $U(z)$. Take a sufficiently large $s$ such that
\[
s \min_{z \in C} |U(z)| > \max_{z \in C} |V(z)|
\]
and that $x_m(s)$ lies outside of $C$. Since $|V(z)| < s|U(z)|$ on $C$, it follows from Rouché's theorem that $V(z) = sU(z)$ has exactly $m + 2p$ roots inside of $C$, which are of course $x_1(s), \ldots, x_m(s)$ and $z_1(s), \ldots, z_p(s), z_1'(s), \ldots, z_p'(s)$. This implies that all the non-real roots are bounded as $s \to \infty$.
\[
V(z) - sU(z) \text{ is irreducible as a polynomial of two variables; that is, it cannot be expressed as the product of two polynomials none of which is constant.}
\]
We then consider \( x_k(s) \) and \( z_k(s) \) as function elements of the algebraic function uniquely determined by \( V(z) - sU(z) = 0 \). Since all solutions of \( V(z) - sU(z) = 0 \) are branches of the same algebraic function, it follows in particular that \( x_m(s) \) can be continued to \( z_1(s) \) along an arc on the Riemann surface of this algebraic function. This is a contradiction, since the relation \( (6.12) \) holds globally except for possible isolated singularities and since \( x_m(s) \) is a unique solution which is unbounded as \( s \to \infty \). Therefore \( p = 0 \) and hence \( Q(x) \) must vanish identically, completing the proof of the first part.

\textbf{The similar argument can be applied to the second case.}

Conversely, let
\[
R(x) = \pm \left( x - a_0 - \sum_{k=1}^m \frac{c_k}{x - \alpha_k} \right)
\]
for some real numbers \( a_0, \ldots, \alpha_m \) with \( \alpha_1 < \cdots < \alpha_m \) and some positive constants \( c_1, \ldots, c_m \). Then it is clear that \( \sum_{k=0}^m x_k'(s) = \pm 1 \) and hence
\[
\int_{-\infty}^\infty f(R(x)) dx = \int_{-\infty}^{\alpha_1} + \cdots + \int_{\alpha_m}^\infty f(R(x)) dx
\]
\[
= \pm \sum_{k=0}^m \int_{-\infty}^\infty f(s) x_k'(s) ds,
\]
which is equal to
\[
\int_{-\infty}^\infty f(x) dx. \quad \Box
\]
"
Improper Integrals,"Show that
\[
\gamma = \int_0^1 \frac{1 - \cos x}{x} \, dx - \int_1^\infty \frac{\cos x}{x} \, dx,
\]
where \( \gamma \) is Euler's constant.","The proof is essentially due to Gronwall (1918). Put
\[
c_n = \int_0^{n\pi} \frac{1 - \cos x}{x} dx - \log(n\pi)
\]
for any positive integer $n$. Then obviously
\[
c_n = \int_0^1 \frac{1 - \cos x}{x} dx - \int_1^{n\pi} \frac{\cos x}{x} dx,
\]
and we are to show that $c_n$ converges to Euler's constant $\gamma$ as $n \to \infty$.

By the substitution $x = 2n\pi s$ we have
\[
\int_0^{n\pi} \frac{1 - \cos x}{x} dx = \int_0^{1/2} \frac{1 - \cos 2n\pi s}{s} ds,
\]
which is equal to
\[
\pi \int_0^{1/2} \frac{1 - \cos 2n\pi s}{\sin \pi s} ds + \int_0^{1/2} \phi(s) ds - \int_0^{1/2} \phi(s) \cos 2n\pi s \, ds, \tag{6.13}
\]
where
\[
\phi(s) = \frac{1}{s} - \frac{\pi}{\sin \pi s}
\]
is a continuous function on the interval $[0, 1/2]$ if we define $\phi(0) = 0$. Hence by the remark after \textbf{Problem 5.1} the third integral in (6.13) converges to $0$ as $n \to \infty$. The second integral in (6.13) is equal to
\[
\left[ \log \frac{s}{\tan(\pi s / 2)} \right]_{s=0^+}^{s=1/2} = \log \pi - 2 \log 2.
\]
Finally, since it is easily verified that
\[
\frac{1 - \cos 2n\pi s}{\sin \pi s} = 2 \sum_{k=1}^n \sin(2k-1)\pi s,
\]
the first integral in (6.13) is equal to
\[
2\pi \sum_{k=1}^n \int_0^{1/2} \sin(2k-1)\pi s \, ds = \sum_{k=1}^n \frac{2}{2k-1},
\]
which is $\log n + 2 \log 2 + \gamma + o(1)$ as $n \to \infty$. Thus we obtain $c_n = \gamma + o(1)$, which completes the proof."
Series of Functions,"Show that
\[
\lim_{x \to 1^-} \sqrt{1-x} \sum_{n=1}^\infty x^{n^2} = \frac{\sqrt{\pi}}{2}.
\]","Applying \textbf{Problem 6.4} for \( f(x) = e^{-x^2} \), we have
\[
h \sum_{n=0}^\infty \exp(-n^2 h^2) \to \int_0^\infty e^{-x^2} dx = \frac{\sqrt{\pi}}{2}
\]
as \( h \to 0^+ \). By the substitution \( h = \sqrt{-\log x} \), it follows that \( h \) converges to \( 0^+ \) if and only if \( x \) converges to \( 1^- \); hence, using \( -\log x \sim 1 - x \) as \( x \to 1^- \), we obtain
\[
\lim_{x \to 1^-} \sqrt{1 - x} \sum_{n=0}^\infty x^{n^2}
= \lim_{x \to 1^-} \sqrt{-\log x} \sum_{n=0}^\infty x^{n^2}
= \lim_{h \to 0^+} h \sum_{n=0}^\infty \exp(-n^2 h^2) = \frac{\sqrt{\pi}}{2}.
\]"
Series of Functions,"Show that
\[
\lim_{x \to 1^-} (1-x)^2 \sum_{n=1}^\infty \frac{n x^n}{1 - x^n} = \frac{\pi^2}{6}.
\]","Applying \textbf{Problem 6.4} for \( f(x) = x / (e^x - 1) \), we get
\[
h \sum_{n=1}^\infty \frac{n h}{e^{n h} - 1} \to \int_0^\infty \frac{x \, dx}{e^x - 1} = \frac{\pi^2}{6}
\]
as \( h \to 0^+ \). By the substitution \( h = -\log x \), it holds that \( h \) converges to \( 0^+ \) if and only if \( x \) converges to \( 1^- \); hence, using \( -\log x \sim 1 - x \) as \( x \to 1^- \),
\[
\lim_{x \to 1^-} (1 - x)^2 \sum_{n=1}^\infty \frac{n x^n}{1 - x^n}
= \lim_{x \to 1^-} (\log x)^2 \sum_{n=1}^\infty \frac{n x^n}{1 - x^n}
= \lim_{h \to 0^+} h \sum_{n=1}^\infty \frac{n h}{e^{n h} - 1} = \frac{\pi^2}{6}.
\]
Note that the function \( f(x) = x / (e^x - 1) \) can be regarded as a continuous function on the interval \([0, \infty)\) if we define \( f(0) = 1 \)."
Series of Functions,"Suppose that a power series
\[
f(x) = \sum_{n=0}^\infty a_n x^n
\]
has the radius of convergence $\rho > 0$ and that $\sum_{n=0}^\infty a_n \rho^n$ converges to $\alpha$. Show that $f(x)$ converges to $\alpha$ as $x \to \rho^-$.","Replacing \( x \) by \( \rho x \), we can assume that \( \rho = 1 \) without loss of generality. Put
\[
s_n = a_0 + a_1 + \cdots + a_n.
\]
Since \( s_n \) converges to \( \alpha \) as \( n \to \infty \), for any \( \epsilon > 0 \), we can take a sufficiently large integer \( N \) satisfying
\[
|s_n - \alpha| < \epsilon
\]
for all integers \( n > N \). For \( 0 < x < 1 \), we have
\[
\frac{f(x)}{1-x} = \sum_{n=0}^\infty s_n x^n = \frac{\alpha}{1-x} + \sum_{n=0}^\infty (s_n - \alpha)x^n;
\]
therefore
\[
|f(x) - \alpha| \leq (1-x) \sum_{n=0}^N |s_n - \alpha| x^n + (1-x) \sum_{n>N} |s_n - \alpha| x^n
\]
\[
< (1-x) \sum_{n=0}^N |s_n - \alpha| + (1-x) \sum_{n=0}^\infty \epsilon x^n
\]
\[
= (1-x) \sum_{n=0}^N |s_n - \alpha| + \epsilon.
\]

The right-hand side can be \( < 2\epsilon \) by letting \( x \) be sufficiently close to \( 1^- \). This means that \( f(x) \) converges to \( \alpha \) as \( x \to 1^- \). \(\Box\)"
Series of Functions,"Suppose that a power series
\[
g(x) = \sum_{n=0}^\infty b_n x^n
\]
has the radius of convergence $\rho > 0$, all $b_n$ are positive, and that $\sum_{n=0}^\infty b_n \rho^n$ diverges to $\infty$. Then show that $f(x)/g(x)$ converges to $\alpha$ as $x \to \rho^-$ for any power series
\[
f(x) = \sum_{n=0}^\infty a_n x^n
\]
such that $a_n / b_n$ converges to $\alpha$ as $n \to \infty$.","As in the previous problem we can assume that $\rho = 1$. For any $\epsilon > 0$ there is a positive integer $N$ such that $|a_n - \alpha b_n| < \epsilon b_n$ for all $n$ greater than $N$. Since
\[
f(x) = \sum_{n=0}^\infty a_n x^n = \alpha g(x) + \sum_{n=0}^\infty (a_n - \alpha b_n) x^n,
\]
we have
\[
\left| \frac{f(x)}{g(x)} - \alpha \right| \leq \frac{1}{g(x)} \left( \sum_{n=0}^N |a_n - \alpha b_n| + \epsilon \sum_{n>N} b_n x^n \right)
\]
\[
< \frac{1}{g(x)} \left( \sum_{n=0}^N |a_n - \alpha b_n| + \epsilon \right). \tag{7.3}
\]

For any $0 < x < 1$. Now $g(x)$ diverges to $\infty$ as $x \to 1^-$, since
\[
\liminf_{x \to 1^-} g(x) \geq \sum_{k=0}^n b_k
\]
for any positive integer $n$. Hence the right-hand side of (7.3) can be smaller than $2\epsilon$ if we take $x$ sufficiently close to $1$. \qed"
Series of Functions,"Suppose that a power series 
\[
f(x) = \sum_{n=0}^\infty a_n x^n
\]
has the radius of convergence $\rho > 0$, $n a_n$ converges to $0$ as $n \to \infty$, and that $f(x)$ converges to $\alpha$ as $x \to \rho^-$. Show then that
\[
\sum_{n=0}^\infty a_n \rho^n = \alpha.
\]","As in the previous problems we can assume that $\rho = 1$. Put
\[
s_n = a_0 + a_1 + \cdots + a_n.
\]

For any $\epsilon > 0$ there is a positive integer $N$ such that $n|a_n| < \epsilon$ for all $n$ greater than $N$. For any $0 < x < 1$ and any $n > N$ we obtain
\[
|s_n - f(x)| \leq \sum_{k=1}^n |a_k|(1 - x^k) + \sum_{k > n} k|a_k| \frac{x^k}{k}
\]
\[
\leq (1 - x) \sum_{k=1}^n k|a_k| + \frac{\epsilon}{n(1-x)}.
\]

Substituting $x = 1 - 1/n$ we infer that
\[
\left| s_n - f\left(1 - \frac{1}{n}\right) \right| \leq \frac{|a_1| + 2|a_2| + \cdots + n|a_n|}{n} + \epsilon.
\]

Therefore the right-hand side can be smaller than $2\epsilon$ if we take $n$ sufficiently large. This means that $s_n$ converges to $\alpha$ as $n \to \infty$. "
Series of Functions,"Suppose that a power series 
\[
f(x) = \sum_{n=0}^\infty a_n x^n
\]
has the radius of convergence $1$, all $a_n$ are non-negative, and that $(1 - x)f(x)$ converges to $1$ as $x \to 1^-$. Show then that
\[
\lim_{n \to \infty} \frac{a_0 + a_1 + a_2 + \cdots + a_n}{n} = 1.
\]","It follows from the assumption that 
\[
(1 - x) \sum_{n=0}^\infty a_n x^{(k+1)n} = \frac{1}{1+x+\cdots+x^k}(1-x^{k+1}) \sum_{n=0}^\infty a_n \left(x^{k+1}\right)^n
\]
converges to 
\[
\frac{1}{k+1} = \int_0^1 t^k dt
\]
as $x \to 1^-$ for any non-negative integer $k$. Therefore we have 
\[
\lim_{x \to 1^-} (1 - x) \sum_{n=0}^\infty a_n x^n P(x^n) = \int_0^1 P(t) \, dt
\]
for any polynomial $P(t)$. 

We now introduce the discontinuous function $\phi(x)$ defined by 
\[
\phi(x) = 
\begin{cases} 
0 & \text{for } 0 \leq x < 1/e, \\
1/x & \text{for } 1/e \leq x \leq 1.
\end{cases}
\]
For any $\epsilon > 0$ we can find two continuous functions $\phi_\pm(x)$ defined on the interval $[0, 1]$ such that $\phi_-(x) \leq \phi(x) \leq \phi_+(x)$ and $\phi_+(x) - \phi_-(x) < \epsilon$ for any $x$ in $[0, 1]$. By Weierstrass' approximation theorem there are polynomials $P_\pm(x)$ satisfying $\lvert \phi_\pm(x) \pm \epsilon - P_\pm(x) \rvert < \epsilon$, respectively. Hence it follows that $P_-(x) < \phi(x) < P_+(x)$ and $P_+(x) - P_-(x) < 5\epsilon$.

Since $a_n$ are all non-negative, we obtain
\[
\sum_{n=0}^\infty a_n x^n P_-(x^n) \leq \sum_{n=0}^\infty a_n x^n \phi(x^n) \leq \sum_{n=0}^\infty a_n x^n P_+(x^n)
\]
for any $0 < x < 1$. If we put $x = e^{-1/N}$, then $x \to 1^-$ if and only if $N \to \infty$; hence, using $1 - e^{-1/N} \sim 1/N$, we have 
\[
\int_0^1 P_-(t) \, dt \leq \liminf_{N \to \infty} \frac{1}{N} \sum_{n=0}^N a_n
\]
and 
\[
\limsup_{N \to \infty} \frac{1}{N} \sum_{n=0}^N a_n \leq \int_0^1 P_+(t) \, dt.
\]
Therefore, since $P_+(x) - P_-(x) < 5\epsilon$ and 
\[
\int_0^1 \phi(x) dx = \int_{1/e}^1 \frac{dx}{x} = 1,
\]
it follows that 
\[
1 < \int_0^1 P_+(t) \, dt < \int_0^1 P_-(t) \, dt + 5\epsilon < 1 + 5\epsilon.
\]
Hence the sequence 
\[
\frac{1}{N} \sum_{n=0}^N a_n
\]
converges to $1$ as $N \to \infty$. 
"
Series of Functions,"Show that the series 
\[
f(x) = \sum_{n=0}^\infty e^{-n} \cos n^2 x
\]
is infinitely differentiable everywhere, but the Taylor series about $x = 0$
\[
\sum_{n=0}^\infty \frac{f^{(n)}(0)}{n!} x^n
\]
does not converge except for the origin.","By \( k \) times termwise differentiation of the given series we get
\[
\sum_{n=1}^\infty n^{2k} e^{-n} \mathcal{R}\left(i^k e^{in^2 x}\right),
\]
which clearly converges uniformly on \(\mathbb{R}\). Hence this series represents \( f^{(k)}(x) \); in particular,
\[
f^{(k)}(0) = \mathcal{R}(i^k) \sum_{n=1}^\infty n^{2k} e^{-n}.
\]

We thus have
\[
|f^{(2\ell)}(0)| \geq \left(\frac{4\ell}{e}\right)^{4\ell}
\]
for any positive integer \(\ell\) by looking at only the \(4\ell\)-th term. Let \(\rho\) be the radius of convergence of \(f(x)\). It then follows from Hadamard's formula (7.2) that
\[
\frac{1}{\rho} \geq \limsup_{\ell \to \infty} \left(\frac{(4\ell)^{4\ell}}{(2\ell)! e^{4\ell}}\right)^{1/(2\ell)}
\geq \limsup_{\ell \to \infty} \frac{(4\ell)^2}{2e^2\ell} = \infty,
\]
which means \(\rho = 0\)."
Series of Functions,Suppose that $f \in C^\infty(\mathbb{R})$ satisfies $f^{(n)}(x) \geq 0$ for any non-negative integer $n$ and for all $x \in \mathbb{R}$. Show that the Taylor series about $x = 0$ generated by $f$ converges for all $x$.,"It follows from Taylor’s formula about \( x = a \) with Lagrange’s remainder term that
\[
f(x) = \sum_{k=0}^n \frac{f^{(k)}(a)}{k!}(x-a)^k + \frac{f^{(n+1)}(\xi)}{(n+1)!}(x-a)^{n+1}
\]
for some \(\xi\) between \(x\) and \(a\). If we take \(x = 2a > 0\), then
\[
f(2a) = \sum_{k=0}^n \frac{f^{(k)}(a)}{k!}a^k + \frac{f^{(n+1)}(\xi)}{(n+1)!}a^{n+1}
\geq \sum_{k=0}^n \frac{f^{(k)}(a)}{k!}a^k,
\]
which implies the convergence of the series
\[
\sum_{n=0}^\infty \frac{f^{(n)}(a)}{n!}a^n.
\]

In particular, \( f^{(n)}(a)a^n / n! \) converges to 0 as \( n \to \infty \) for any \(a > 0\). Hence
\[
\left| f(x) - \sum_{k=0}^n \frac{f^{(k)}(0)}{k!}x^k \right|
= \frac{f^{(n+1)}(\xi)}{(n+1)!}|x|^{n+1}
\leq \frac{f^{(n+1)}(|x|)}{(n+1)!}|x|^{n+1} \to 0
\]
as \( n \to \infty \), since by assumption the derivative of \( f(x) \) of any order is monotone increasing for any \(x\).
"
Series of Functions,"Let $\{a_n\}$ be a monotone decreasing sequence converging to $0$. Show that the trigonometric series
\[
\sum_{n=1}^\infty a_n \sin n\theta
\]
converges uniformly on $\mathbb{R}$ if and only if $n a_n$ converges to $0$ as $n \to \infty$.","Suppose first that the given series converges uniformly on $\mathbb{R}$. For any $\epsilon > 0$, we can take a positive integer $N$ such that 
\[
\max_{\theta \in \mathbb{R}} \left| a_p \sin p \theta + a_{p+1} \sin (p+1)\theta + \cdots + a_q \sin q \theta \right| < \epsilon
\]
for any integers $q > p$ greater than $N$. We now choose $\theta = \pi/(4p)$ and $q = 2p$ so that $a_k \sin k \theta \geq 0$ for $p \leq k \leq 2p$. Then we have 
\[
\epsilon > \sum_{n=p}^{2p} a_n \sin \frac{n \pi}{4p} \geq \frac{1}{\sqrt{2}} \sum_{n=p}^{2p} a_n \geq \frac{p+1}{\sqrt{2}} a_{2p}.
\]
Hence 
\[
\max \{ 2p a_{2p}, (2p+1)a_{2p+1} \} \leq 2(p+1)a_{2p} < 2 \sqrt{2} \epsilon,
\]
and so $n a_n \to 0$ as $n \to \infty$.

Conversely, assume that $n a_n$ converges to $0$ as $n \to \infty$. For any $\epsilon > 0$, we can take a positive integer $N$ so that $n a_n < \epsilon$ for any integer $n$ greater than $N$. For any $\theta \in (0, \pi]$, let $m_\theta$ be a unique positive integer satisfying $\pi/(m+1) < \theta \leq \pi/m$. For any integers $q > p$ greater than $N$, let $S_0(\theta)$ and $S_1(\theta)$ be the sums of $a_n \sin n \theta$ from $n = p$ to $r$ and from $n = r+1$ to $q$ respectively, where 
\[
r = \min \{ q, p+m_\theta - 1 \}.
\]

For the sum $S_0(\theta)$, we use an almost trivial estimate $\sin x < x$ for $x > 0$ to obtain
\[
|S_0(\theta)| \leq \theta \sum_{n=p}^r n a_n < \theta m_\theta \epsilon \leq \pi \epsilon.
\]

Next, for the sum $S_1(\theta)$, we can assume $q \geq p + m_\theta$, so $r = p+m_\theta - 1$. By partial summation, we have 
\[
|S_1(\theta)| = \left| \sum_{n=r+1}^q a_n (\sigma_n - \sigma_{n-1}) \right| \leq a_{r+1}|\sigma_r| + a_q |\sigma_q| + (a_{r+1} - a_q) \max_{r < k < q} |\sigma_k|,
\]
where 
\[
\sigma_n = \sin \theta + \sin 2\theta + \cdots + \sin n\theta.
\]

Using Jordan's inequality $\pi \sin x \geq 2x$ valid on the interval $[0, \pi/2]$, we get 
\[
|\sigma_n| = \left| \frac{\cos \vartheta - \cos(2n+1)\vartheta}{\sin \vartheta} \right| \leq \frac{2}{\sin \vartheta} \leq \frac{\pi}{\vartheta} < m_\theta + 1,
\]
where $\theta = 2\vartheta$; therefore
\[
|S_1(\theta)| \leq (m_\theta + 1)(a_{r+1} + a_q + a_{r+1} - a_q) \leq 2(r+1)a_{r+1} < 2\epsilon.
\]

We then have 
\[
\left| \sum_{n=p}^q a_n \sin n \theta \right| \leq |S_0(\theta)| + |S_1(\theta)| < (\pi + 2)\epsilon,
\]
which holds uniformly on the interval $[0, \pi]$; whence on $\mathbb{R}$ by symmetry and periodicity.
"
